TyreLife,compound_encoded,lap_time_delta,deg_rate,GapToAhead,GapToBehind,laps_remaining,fuel_adjusted_laptime,pit_window_open,safety_car_active,TrackTemp,Position,pit_decision
20.0,1,0.45599999999998886,-0.045500000000009984,7.673,4.22,7.0,69.354,1,0,32.1,6,0
21.0,1,0.4509999999999934,-0.23900000000001098,7.362,5.167,6.0,69.37899999999999,1,0,32.0,6,0
22.0,1,0.578000000000003,0.06100000000000572,7.077,4.971,5.0,69.536,1,0,32.0,6,0
23.0,1,0.24799999999999045,-0.10150000000000847,6.219,5.589,4.0,69.23599999999999,1,0,31.4,6,0
24.0,1,0.16199999999999193,-0.20800000000001084,5.506,6.085,3.0,69.17999999999999,1,0,31.3,6,0
25.0,1,0.14799999999999613,-0.05000000000000146,4.804,6.849,2.0,69.196,1,0,31.5,6,0
26.0,1,0.09199999999999875,-0.03499999999999172,4.355,7.934,1.0,69.17,1,0,31.1,6,0
27.0,1,0.40399999999999636,0.1280000000000036,3.99,8.879,0.0,69.512,1,0,31.5,6,0
1.0,1,0.0,0.0,1.697,2.325,70.0,77.236,0,1,32.0,2,0
2.0,1,36.132000000000005,0.0,1.686,1.57,69.0,113.39800000000001,0,1,32.1,2,1
3.0,1,44.272999999999996,22.136499999999998,0.574,0.544,68.0,121.56899999999999,0,1,32.9,2,1
4.0,1,0.0,-22.538000000000014,1.275,0.591,67.0,68.38199999999999,0,0,33.3,2,0
5.0,1,0.02400000000000091,-26.596500000000006,1.665,0.584,66.0,68.43599999999999,0,0,34.3,2,0
6.0,1,0.036000000000001364,0.018000000000000092,1.937,0.555,65.0,68.478,0,0,33.8,2,0
7.0,1,0.0,-0.055500000000005205,2.074,0.608,64.0,68.385,0,0,33.6,2,0
8.0,1,0.11099999999999,-0.006000000000008339,2.523,0.623,63.0,68.526,0,0,33.4,2,0
9.0,1,0.001999999999995339,0.0009999999999931186,2.841,0.604,62.0,68.447,0,0,33.6,2,0
10.0,1,0.04399999999999693,-0.03349999999999914,3.334,0.825,61.0,68.519,0,0,33.6,2,0
11.0,1,0.12599999999999056,0.06199999999999576,3.714,0.789,60.0,68.631,0,0,34.1,2,0
12.0,1,0.394999999999996,0.17550000000000096,4.581,0.751,59.0,68.93,0,0,34.1,2,0
13.0,1,0.5529999999999973,0.21350000000000405,5.243,0.7,58.0,69.11800000000001,0,0,34.2,2,0
14.0,1,4.653999999999996,2.1294999999999944,6.629,2.782,57.0,73.24900000000001,0,1,34.5,2,0
15.0,1,23.474999999999994,11.460999999999999,6.817,5.84,56.0,92.1,0,1,34.5,2,1
1.0,1,20.25999999999999,7.802999999999998,17.771,1.766,55.0,88.91499999999999,0,1,34.1,2,1
2.0,1,0.0,-12.244999999999996,17.137,2.765,54.0,67.67,0,0,32.9,2,0
3.0,1,0.3269999999999982,-10.474000000000002,16.752,3.547,53.0,68.027,0,0,32.6,2,0
4.0,1,0.2189999999999941,0.10949999999999245,16.319,4.243,52.0,67.949,0,0,32.7,2,0
5.0,1,0.2599999999999909,-0.03350000000000457,15.709,4.996,51.0,68.02,0,0,32.4,2,0
6.0,1,0.0899999999999892,-0.06449999999999717,14.947,5.593,50.0,67.88,0,0,32.8,2,0
7.0,1,0.3129999999999882,0.026499999999989896,14.213,6.189,49.0,68.133,0,0,32.8,2,0
8.0,1,0.5629999999999882,0.23649999999999669,13.67,6.341,48.0,68.413,0,0,32.5,2,0
9.0,1,0.6659999999999968,0.17650000000000285,10.107,6.386,47.0,68.546,0,0,32.6,2,0
20.0,1,1.600999999999999,0.25100000000000144,1.254,6.399,36.0,69.811,1,0,31.8,2,0
21.0,1,1.2579999999999956,0.11350000000000543,2.435,6.187,35.0,69.498,1,0,31.7,2,0
22.0,1,1.3810000000000002,-0.11000000000000038,3.399,5.845,34.0,69.65100000000001,1,0,31.5,2,0
23.0,1,1.3689999999999998,0.055500000000006086,4.49,5.497,33.0,69.66900000000001,1,0,31.4,2,0
24.0,1,1.4339999999999975,0.026500000000002615,5.828,5.309,32.0,69.76400000000001,1,0,31.4,2,0
25.0,1,1.6059999999999945,0.11849999999998834,7.293,4.776,31.0,69.966,1,0,31.3,2,0
26.0,1,1.5379999999999967,0.05199999999999719,8.594,4.525,30.0,69.928,1,0,31.3,2,0
27.0,1,1.2319999999999993,-0.18700000000000286,9.605,4.524,29.0,69.652,1,0,31.2,2,0
28.0,1,1.333999999999989,-0.10200000000000678,10.637,4.097,28.0,69.78399999999999,1,0,31.0,2,0
29.0,1,1.184999999999988,-0.02350000000000388,11.434,4.299,27.0,69.66499999999999,1,0,31.0,2,0
30.0,1,1.184999999999988,-0.07450000000000506,12.258,8.334,26.0,69.695,1,0,30.7,2,0
31.0,1,1.340999999999994,0.07799999999999965,13.326,12.663,25.0,69.881,1,0,30.7,2,0
32.0,1,4.450999999999993,1.6329999999999922,17.616,8.324,24.0,73.021,1,1,31.0,2,1
1.0,0,16.891999999999996,7.775499999999997,8.087,8.54,23.0,85.492,0,1,31.5,3,1
2.0,0,0.3049999999999926,-2.073,8.257,7.851,22.0,68.935,0,0,31.6,3,0
3.0,0,0.0,-8.659500000000003,3.853,7.868,21.0,68.233,0,0,31.7,3,0
4.0,0,0.0,-0.38750000000000223,14.063,8.25,20.0,68.22,0,0,31.5,2,0
5.0,0,0.3200000000000074,0.13849999999999554,14.861,8.272,19.0,68.57000000000001,0,0,31.5,2,0
6.0,0,0.3200000000000074,0.1600000000000015,15.766,8.307,18.0,68.6,0,0,31.1,2,0
7.0,0,0.058000000000006935,-0.13100000000000195,16.394,8.518,17.0,68.368,0,0,31.1,2,0
8.0,0,0.12700000000000955,-0.09649999999999703,17.068,8.964,16.0,68.467,0,0,31.1,2,0
9.0,0,0.2540000000000049,0.09800000000000252,17.792,9.132,15.0,68.624,0,0,31.1,2,0
10.0,0,0.527000000000001,0.19999999999998683,18.727,9.679,14.0,68.92699999999999,0,0,31.1,2,0
11.0,0,0.402000000000001,0.07400000000000033,19.46,10.029,13.0,68.832,0,0,31.2,2,0
12.0,0,0.362000000000009,-0.0825000000000022,20.033,11.173,12.0,68.822,0,0,31.5,2,0
13.0,0,0.13700000000000045,-0.13249999999999842,20.455,12.26,11.0,68.627,0,0,31.6,2,0
14.0,0,0.24100000000001387,-0.0604999999999975,21.031,12.914,10.0,68.76100000000001,0,0,31.8,2,0
15.0,0,0.5550000000000068,0.20900000000000035,21.839,12.426,9.0,69.105,0,0,31.8,2,0
16.0,0,0.20000000000000284,-0.020500000000018257,22.235,12.51,8.0,68.78,0,0,31.8,2,0
17.0,0,0.26600000000000534,-0.1445000000000054,22.629,12.538,7.0,68.876,0,0,32.1,2,0
18.0,0,0.5150000000000006,0.15749999999999306,23.086,12.28,6.0,69.15499999999999,0,0,32.0,2,0
19.0,0,0.4510000000000076,0.0924999999999957,23.756,12.199,5.0,69.121,0,0,32.0,2,0
20.0,0,0.2960000000000065,-0.10949999999999784,24.018,12.663,4.0,68.996,0,0,31.4,2,0
21.0,0,0.15200000000000102,-0.14950000000000271,23.774,12.828,3.0,68.88199999999999,1,0,31.4,2,0
22.0,0,0.27600000000001046,-0.009999999999995375,20.642,12.908,2.0,69.036,1,0,31.3,2,0
23.0,0,0.5450000000000017,0.19649999999999782,2.177,12.706,1.0,69.335,1,0,31.5,2,0
24.0,0,1.1700000000000017,0.44699999999999057,5.155,12.033,0.0,69.99,1,0,31.5,2,0
1.0,1,0.0,0.0,0.07,0.991,70.0,89.278,0,1,32.0,9,0
2.0,1,24.013999999999996,0.0,1.47,1.318,69.0,113.322,0,1,32.1,8,1
3.0,1,22.765,11.382499999999988,0.331,0.259,68.0,112.103,0,1,33.0,8,1
4.0,1,0.0,-21.65449999999999,0.353,0.429,67.0,70.073,0,0,33.3,8,0
5.0,1,0.0,-21.229000000000013,0.422,0.58,66.0,69.705,0,0,34.3,8,0
6.0,1,0.0,-0.397999999999996,0.552,0.506,65.0,69.337,0,0,33.8,8,0
7.0,1,0.0,-0.34750000000000947,0.476,0.608,64.0,69.07,0,0,33.6,8,0
8.0,1,0.0,-0.2045000000000019,1.302,0.859,63.0,68.988,0,0,33.4,7,0
9.0,1,0.22499999999999432,0.05649999999998283,1.518,1.004,62.0,69.243,0,0,33.6,7,0
10.0,1,0.15900000000000603,0.07949999999999438,1.589,1.221,61.0,69.20700000000001,0,0,34.0,7,0
11.0,1,0.15000000000000568,-0.03749999999999787,1.576,1.528,60.0,69.22800000000001,0,0,34.1,7,0
12.0,1,0.1869999999999976,0.013999999999992936,1.716,1.719,59.0,69.295,0,0,34.1,7,0
13.0,1,0.2780000000000058,0.06400000000000008,1.962,1.673,58.0,69.41600000000001,0,0,34.2,7,0
14.0,1,8.787000000000006,4.300000000000001,1.912,2.642,57.0,77.95500000000001,0,1,34.5,7,0
15.0,1,26.611000000000004,13.166499999999997,0.747,2.253,56.0,95.809,0,1,34.4,6,1
1.0,0,18.837999999999994,5.025499999999991,1.313,0.866,55.0,88.06599999999999,0,1,34.1,15,1
2.0,0,0.0,-13.447999999999988,0.399,0.763,54.0,68.973,0,0,32.9,15,0
3.0,0,1.3299999999999983,-8.8965,0.293,0.366,53.0,70.333,0,0,32.6,15,0
4.0,0,0.19700000000000273,0.0984999999999951,0.38,1.19,52.0,69.23,0,0,32.7,14,0
5.0,0,1.5109999999999957,0.09049999999999438,0.333,0.993,51.0,70.574,0,0,32.4,14,0
6.0,0,1.11399999999999,0.4584999999999993,0.244,0.515,50.0,70.207,0,0,32.8,13,0
7.0,0,1.0189999999999912,-0.24600000000000324,2.167,1.034,49.0,70.142,0,0,32.5,12,0
8.0,0,0.17399999999999238,-0.469999999999996,1.805,3.87,48.0,69.327,0,0,32.6,12,0
9.0,0,0.2980000000000018,-0.36049999999999255,1.676,4.834,47.0,69.48100000000001,0,0,32.6,12,0
10.0,0,0.09799999999999898,-0.03799999999999327,1.571,6.221,46.0,69.311,0,0,32.5,12,0
11.0,0,0.3229999999999933,0.012499999999996507,1.215,6.775,45.0,69.566,0,0,32.5,12,0
12.0,0,0.19599999999999795,0.04899999999999155,1.067,7.376,44.0,69.46900000000001,0,0,32.2,12,0
13.0,0,0.19599999999999795,-0.06349999999999056,0.979,7.894,43.0,69.499,0,0,32.1,12,0
14.0,0,0.41100000000000136,0.10750000000000356,0.977,8.015,42.0,69.744,0,0,31.5,12,0
15.0,0,0.35999999999999943,0.08199999999999805,0.691,8.135,41.0,69.723,0,0,31.9,12,0
16.0,0,0.3400000000000034,-0.035500000000002814,0.615,8.343,40.0,69.733,0,0,32.2,12,0
17.0,0,0.7489999999999952,0.1944999999999975,0.635,8.144,39.0,70.172,0,0,32.1,12,0
18.0,0,0.5939999999999941,0.12699999999998665,0.844,8.436,38.0,70.047,0,0,31.9,12,0
19.0,0,0.4519999999999982,-0.14850000000000246,0.722,8.694,37.0,69.935,0,0,31.8,12,0
20.0,0,0.37699999999999534,-0.10850000000000128,0.719,8.893,36.0,69.89,0,0,31.7,12,0
21.0,0,4.140999999999991,1.8445000000000042,4.417,5.422,35.0,73.684,1,1,31.7,12,1
1.0,0,17.474999999999994,8.548999999999989,5.156,2.865,34.0,87.048,0,1,31.4,14,1
2.0,0,0.0,-2.5799999999999983,9.334,0.648,33.0,68.584,0,0,31.4,13,0
3.0,0,0.034000000000006025,-9.229999999999988,7.698,7.98,32.0,68.64800000000001,0,0,31.3,13,0
4.0,0,0.09199999999999875,0.04599999999999875,6.021,9.499,31.0,68.73599999999999,0,0,31.4,13,0
5.0,0,0.17799999999999727,0.07199999999998963,4.285,11.068,30.0,68.85199999999999,0,0,31.2,12,0
6.0,0,0.32399999999999807,0.11599999999999984,2.133,10.448,29.0,69.02799999999999,0,0,31.0,11,0
7.0,0,0.5619999999999976,0.1919999999999918,2.61,2.995,28.0,69.29599999999999,0,0,31.0,10,0
8.0,0,0.0,-0.17299999999999682,2.34,10.465,27.0,68.742,0,0,30.7,10,0
9.0,0,0.14499999999999602,-0.21949999999998868,2.311,7.235,26.0,68.917,0,0,30.7,9,0
10.0,0,0.1769999999999925,0.08849999999998838,2.352,6.663,25.0,68.979,0,0,30.6,9,0
11.0,0,0.17499999999999716,0.014999999999996981,2.3,6.177,24.0,69.007,0,0,31.0,9,0
12.0,0,0.2539999999999907,0.03849999999999342,2.372,5.417,23.0,69.116,0,0,31.6,9,0
13.0,0,0.2599999999999909,0.04249999999999853,2.901,4.74,22.0,69.152,0,0,31.7,9,0
14.0,0,0.07099999999999795,-0.0914999999999871,3.116,4.43,21.0,68.99300000000001,0,0,31.5,9,0
15.0,0,0.1559999999999917,-0.05200000000000752,3.114,4.087,20.0,69.108,0,0,31.5,9,0
16.0,0,0.3989999999999867,0.16399999999998588,3.544,3.437,19.0,69.381,0,0,31.5,9,0
17.0,0,0.3429999999999893,0.09349999999999722,4.044,2.831,18.0,69.35499999999999,0,0,31.1,9,0
18.0,0,4.277999999999992,1.9394999999999978,1.608,5.858,17.0,73.32,0,1,31.1,10,1
1.0,1,16.52799999999999,8.092499999999998,10.481,1.885,16.0,85.6,0,1,31.1,11,1
2.0,1,0.0,-2.6505000000000107,9.15,3.391,15.0,68.079,0,0,31.1,11,0
3.0,1,0.0,-8.808500000000004,5.976,5.018,14.0,68.04299999999999,0,0,31.1,11,0
4.0,1,0.1700000000000017,0.05199999999999521,4.533,6.357,13.0,68.243,0,0,31.5,11,0
5.0,1,0.20600000000000307,0.10300000000000188,3.156,7.68,12.0,68.309,0,0,31.6,11,0
6.0,1,0.3440000000000083,0.0870000000000008,2.01,8.854,11.0,68.477,0,0,31.8,11,0
7.0,1,0.4759999999999991,0.13500000000000079,1.081,9.987,10.0,68.639,0,0,31.8,11,0
8.0,1,0.7810000000000059,0.21850000000000155,0.453,10.894,9.0,68.974,0,0,31.8,11,0
9.0,1,0.8070000000000022,0.16549999999999554,11.353,1.498,8.0,69.03,0,0,32.1,10,0
10.0,1,0.666000000000011,-0.05750000000000402,10.307,2.515,7.0,68.91900000000001,0,0,32.1,10,0
11.0,1,0.527000000000001,-0.14000000000000115,8.401,3.474,6.0,68.80999999999999,0,0,32.0,10,0
12.0,1,0.4380000000000024,-0.11399999999999974,7.191,4.696,5.0,68.75099999999999,0,0,31.4,10,0
13.0,1,0.3920000000000101,-0.06749999999999802,6.081,6.026,4.0,68.735,0,0,31.4,10,0
14.0,1,0.3920000000000101,-0.022999999999998876,4.255,7.071,3.0,68.765,0,0,31.3,10,0
15.0,1,0.7200000000000131,0.16400000000000112,3.265,8.149,2.0,69.123,0,0,31.5,10,0
16.0,1,0.43300000000000693,0.020499999999997045,2.38,9.46,1.0,68.866,1,0,31.1,10,0
17.0,1,0.8770000000000095,0.0784999999999947,1.376,10.724,0.0,69.34,1,0,31.0,10,0
1.0,0,0.0,0.0,1.614,0.07,70.0,89.20800000000001,0,1,32.0,8,1
1.0,1,44.11199999999998,0.0,2.923,2.022,69.0,133.35,0,1,32.1,19,1
7.0,0,0.0,-0.06300000000000303,0.452,17.725,62.0,69.712,0,0,33.6,19,0
8.0,0,0.23999999999999488,0.022999999999997883,0.498,16.361,61.0,69.982,0,0,34.0,19,0
9.0,0,0.38299999999999557,0.1914999999999955,0.385,15.098,60.0,70.155,0,0,34.1,19,0
10.0,0,0.6509999999999962,0.20549999999999588,1.189,2.647,59.0,70.453,0,0,34.1,17,0
11.0,0,0.5249999999999915,0.07099999999999566,1.172,12.933,58.0,70.357,0,0,34.2,17,0
12.0,0,11.730000000000004,5.539500000000005,0.787,16.548,57.0,81.59200000000001,0,1,34.5,17,0
13.0,0,22.334999999999994,10.905000000000008,0.603,1.872,56.0,92.22699999999999,0,1,34.4,12,0
14.0,0,0.7039999999999935,-5.5130000000000035,1.771,0.509,55.0,70.62599999999999,0,0,34.0,9,0
15.0,0,0.7680000000000007,-10.783500000000004,1.243,0.453,54.0,70.72,0,0,32.9,10,0
16.0,0,0.902000000000001,0.09899999999999648,1.0,0.39,53.0,70.884,0,0,32.6,11,0
17.0,0,0.0,-0.4935000000000101,1.288,0.392,52.0,69.79299999999999,0,0,32.7,11,0
18.0,0,1.6530000000000058,0.26600000000000285,0.752,0.333,51.0,71.476,0,0,32.4,13,0
19.0,0,1.2020000000000124,0.6010000000000034,0.515,0.534,50.0,71.055,0,0,32.8,14,0
20.0,0,1.9860000000000042,0.16650000000000414,1.208,1.378,49.0,71.869,0,0,32.5,14,0
21.0,0,1.0420000000000016,-0.08000000000000142,3.87,0.776,48.0,70.955,1,0,32.6,13,0
22.0,0,0.5020000000000095,-0.7419999999999947,4.834,0.515,47.0,70.44500000000001,1,0,32.6,13,0
23.0,0,1.6480000000000103,0.3030000000000068,0.923,0.667,46.0,71.62100000000001,1,0,32.5,14,0
24.0,0,0.5520000000000067,0.024999999999998863,1.358,0.421,45.0,70.555,1,0,32.5,14,0
25.0,0,1.6340000000000003,-0.007000000000000194,1.199,4.182,44.0,71.667,1,0,32.2,15,0
26.0,0,0.9010000000000105,0.17450000000000107,1.959,3.387,43.0,70.964,1,0,32.1,15,0
27.0,0,0.835000000000008,-0.39950000000000113,2.433,2.72,42.0,70.928,1,0,31.5,15,0
28.0,0,0.804000000000002,-0.04849999999999991,2.88,2.088,41.0,70.92699999999999,1,0,31.9,15,0
29.0,0,0.8170000000000073,-0.009000000000007065,3.271,1.633,40.0,70.97,1,0,32.2,15,0
30.0,0,0.7280000000000086,-0.03799999999999032,3.709,1.15,39.0,70.911,1,0,32.1,15,0
31.0,0,0.8220000000000027,0.002499999999991139,4.381,0.782,38.0,71.035,1,0,31.9,15,0
8.0,0,0.3930000000000007,0.1645000000000051,1.81,9.848,30.0,69.669,0,0,31.2,18,0
9.0,0,0.23999999999999488,0.045000000000001185,2.057,9.534,29.0,69.54599999999999,0,0,31.0,17,0
10.0,0,0.4549999999999983,0.030999999999990705,2.413,9.246,28.0,69.791,0,0,31.0,17,0
11.0,0,0.5040000000000049,0.13200000000000517,2.621,8.762,27.0,69.87,0,0,30.7,16,0
12.0,0,0.527000000000001,0.035999999999998776,2.557,8.068,26.0,69.923,0,0,30.6,16,0
13.0,0,0.277000000000001,-0.11350000000000268,3.158,7.689,25.0,69.703,0,0,31.0,16,0
14.0,0,1.8649999999999949,0.6689999999999923,5.301,5.726,24.0,71.321,0,0,31.5,16,0
15.0,0,0.2189999999999941,-0.028999999999998347,5.233,6.905,23.0,69.705,0,0,31.6,16,0
16.0,0,0.5139999999999958,-0.6755000000000013,5.44,6.155,22.0,70.03,0,0,31.7,16,0
17.0,0,0.44899999999999807,0.11500000000000203,5.822,5.676,21.0,69.995,0,0,31.5,16,0
18.0,0,0.5090000000000003,-0.0024999999999979184,6.307,5.14,20.0,70.08500000000001,0,0,31.5,16,0
19.0,0,1.801000000000002,0.6760000000000078,7.745,3.528,19.0,71.40700000000001,0,0,31.1,16,0
20.0,0,0.35200000000000387,-0.0784999999999952,7.998,3.075,18.0,69.988,0,0,31.1,16,0
21.0,0,0.3469999999999942,-0.7270000000000095,8.185,2.834,17.0,70.01299999999999,1,0,31.1,16,0
22.0,0,0.6829999999999927,0.16549999999998846,8.507,5.525,16.0,70.37899999999999,1,0,31.1,16,0
23.0,0,0.6850000000000023,0.16900000000000567,7.249,5.602,15.0,70.411,1,0,31.1,16,0
24.0,0,3.9710000000000036,1.644000000000002,11.036,2.282,14.0,73.727,1,1,31.2,16,0
25.0,0,0.8859999999999957,0.10050000000000131,11.429,1.737,13.0,70.672,1,0,31.5,16,0
26.0,0,1.016999999999996,-1.4770000000000034,11.998,1.243,12.0,70.833,1,0,31.6,16,0
27.0,0,0.6400000000000006,-0.12299999999999432,12.235,1.107,11.0,70.486,1,0,31.8,16,0
28.0,0,0.9039999999999964,-0.05649999999999547,12.667,0.905,10.0,70.78,1,0,31.8,16,0
29.0,0,1.304000000000002,0.3320000000000013,13.575,1.412,9.0,71.21000000000001,1,0,32.1,16,0
30.0,0,2.188999999999993,0.6424999999999853,15.214,0.51,8.0,72.125,1,0,32.1,16,0
31.0,0,1.331000000000003,0.013500000000000328,14.911,0.612,7.0,71.29700000000001,1,0,32.0,16,0
32.0,0,2.2680000000000007,0.03949999999999478,15.19,0.358,6.0,72.264,1,0,32.0,16,0
33.0,0,2.850999999999999,0.76,0.692,0.348,5.0,72.877,1,0,31.4,18,0
34.0,0,1.2369999999999948,-0.5155000000000105,1.266,0.316,4.0,71.29299999999999,1,0,31.3,18,0
1.0,1,0.0,0.0,1.662,2.706,70.0,101.584,0,1,32.0,19,1
2.0,1,16.436999999999998,0.0,1.233,2.923,69.0,118.051,0,1,32.1,18,1
3.0,1,0.0,-1.3489999999999958,0.511,0.274,68.0,98.946,0,1,33.0,18,1
4.0,1,0.0,-23.442499999999992,0.481,0.903,67.0,71.226,0,0,34.3,19,0
5.0,1,0.0,-14.14250000000001,0.509,0.599,66.0,70.72099999999999,0,0,34.3,19,0
6.0,1,0.0,-0.5979999999999954,0.485,0.623,65.0,70.09,0,0,33.8,19,0
7.0,1,0.0,-0.5524999999999889,0.526,0.725,64.0,69.676,0,0,33.6,19,0
8.0,1,0.26899999999999125,-0.08750000000000559,0.581,0.626,63.0,69.975,0,0,33.4,19,0
9.0,1,0.14999999999999147,0.07499999999999638,0.771,0.452,62.0,69.886,0,0,33.6,18,0
10.0,1,0.1700000000000017,-0.04949999999999004,0.814,0.498,61.0,69.936,0,0,34.0,18,0
11.0,1,0.4719999999999942,0.16099999999999298,0.706,0.385,60.0,70.268,0,0,34.1,18,0
12.0,1,3.658999999999992,1.7444999999999926,2.647,7.511,59.0,73.485,0,1,34.1,18,1
1.0,0,16.607,8.067499999999988,5.82,69.308,58.0,86.46300000000001,0,1,34.2,19,1
10.0,0,0.3610000000000042,-0.02799999999999551,4.791,21.65,49.0,69.768,0,0,32.5,18,0
11.0,0,0.6700000000000017,0.12749999999999104,5.703,19.739,48.0,70.107,0,0,32.6,17,0
12.0,0,0.48400000000000887,0.06149999999999759,5.716,16.686,47.0,69.95100000000001,0,0,32.6,16,0
13.0,0,0.5200000000000102,-0.0750000000000005,5.429,15.369,46.0,70.01700000000001,0,0,32.5,16,0
14.0,0,0.6800000000000068,0.09799999999999683,5.327,14.19,45.0,70.20700000000001,0,0,32.5,16,0
15.0,0,0.5440000000000111,0.011999999999995003,4.182,13.198,44.0,70.10100000000001,0,0,32.2,16,0
16.0,0,0.5820000000000078,-0.04900000000000104,3.387,12.085,43.0,70.169,0,0,32.1,16,0
17.0,0,0.6440000000000055,0.04999999999998983,2.72,10.927,42.0,70.261,0,0,31.5,16,0
18.0,0,0.6480000000000103,0.03299999999999142,2.088,9.99,41.0,70.295,0,0,31.9,16,0
19.0,0,0.8380000000000081,0.09700000000000551,1.633,9.006,40.0,70.515,0,0,32.2,16,0
20.0,0,0.7210000000000036,0.03650000000000091,1.15,7.963,39.0,70.428,0,0,32.1,16,0
21.0,0,0.9300000000000068,0.045999999999999784,0.782,6.763,38.0,70.667,1,0,31.9,16,0
22.0,0,0.9030000000000058,0.09099999999999196,5.352,5.328,37.0,70.67,1,0,31.8,15,0
23.0,0,0.7190000000000083,-0.10550000000000534,5.307,5.006,36.0,70.516,1,0,31.7,15,0
24.0,0,0.6099999999999994,-0.14650000000001318,5.028,4.588,35.0,70.437,1,0,31.5,15,0
25.0,0,4.0120000000000005,1.6464999999999936,2.865,0.772,34.0,73.869,1,1,31.4,15,1
1.0,1,16.39,7.889999999999992,8.517,0.713,33.0,86.277,0,1,31.4,18,1
2.0,1,0.0,-2.4574999999999987,1.666,0.979,32.0,69.01400000000001,0,0,31.4,18,0
3.0,1,0.0870000000000033,-8.602999999999993,1.855,1.244,31.0,69.131,0,0,31.3,18,0
4.0,1,0.028999999999996362,0.01449999999999428,1.773,1.81,30.0,69.103,0,0,31.2,17,0
5.0,1,0.19499999999999318,0.05399999999998747,2.047,2.057,29.0,69.29899999999999,0,0,31.0,16,0
6.0,1,0.30100000000000193,0.1360000000000031,2.256,2.413,28.0,69.435,0,0,31.0,16,0
7.0,1,0.49799999999999045,0.15150000000000471,1.359,2.621,27.0,69.66199999999999,0,0,30.7,15,0
8.0,1,0.7929999999999922,0.24599999999999092,0.995,2.557,26.0,69.987,0,0,30.6,15,0
9.0,1,0.0,-0.3100000000000022,1.061,3.158,25.0,69.102,0,0,31.0,15,0
10.0,1,0.04599999999999227,-0.43449999999999744,1.095,5.301,24.0,69.178,0,0,31.5,15,0
11.0,1,0.61099999999999,0.30549999999999444,1.695,5.233,23.0,69.773,0,0,31.6,15,0
12.0,1,0.6310000000000002,0.29249999999999976,1.534,5.44,22.0,69.82300000000001,0,0,31.7,15,0
13.0,1,0.39099999999999113,-0.11000000000000715,1.884,5.822,21.0,69.613,0,0,31.5,15,0
14.0,1,0.347999999999999,-0.14150000000000212,2.005,6.307,20.0,69.60000000000001,0,0,31.5,15,0
15.0,1,0.6869999999999976,0.14799999999999994,2.583,7.745,19.0,69.96900000000001,0,0,31.1,15,0
16.0,1,0.4230000000000018,0.0374999999999998,2.479,7.998,18.0,69.735,1,0,31.1,15,0
17.0,1,0.48399999999999466,-0.10150000000000875,2.429,8.185,17.0,69.826,1,0,31.1,15,0
18.0,1,0.6850000000000023,0.1309999999999925,2.536,8.507,16.0,70.057,1,0,31.1,15,0
19.0,1,2.266999999999996,0.8914999999999935,4.247,7.249,15.0,71.669,1,0,31.1,15,0
20.0,1,0.5079999999999956,-0.08850000000000295,3.823,11.036,14.0,69.94,1,0,31.2,15,0
21.0,1,0.8169999999999931,-0.7250000000000086,2.468,11.429,13.0,70.279,1,0,31.5,15,0
22.0,1,0.7719999999999914,0.13199999999999465,2.798,11.998,12.0,70.264,1,0,31.6,15,0
23.0,1,0.7269999999999897,-0.045000000000013994,2.89,12.235,11.0,70.249,1,0,31.8,15,0
24.0,1,0.7959999999999923,0.011999999999999896,2.987,12.667,10.0,70.348,1,0,31.8,15,0
25.0,1,0.7199999999999989,-0.0035000000000040906,2.916,13.575,9.0,70.302,1,0,32.1,15,0
26.0,1,0.8739999999999952,0.0390000000000043,3.195,15.214,8.0,70.486,1,0,32.1,15,0
27.0,1,1.9579999999999984,0.6190000000000023,4.497,14.911,7.0,71.60000000000001,1,0,32.0,15,0
28.0,1,2.3130000000000024,0.7195000000000098,6.207,15.19,6.0,71.985,1,0,32.0,15,0
29.0,1,1.5899999999999892,-0.184000000000005,5.604,14.854,5.0,71.29199999999999,1,0,31.4,15,0
30.0,1,1.5420000000000016,-0.385500000000003,6.745,13.842,4.0,71.274,1,0,31.4,15,0
31.0,1,0.6700000000000017,-0.4600000000000022,5.013,13.797,3.0,70.432,1,0,31.5,15,0
32.0,1,0.5489999999999924,-0.4964999999999985,5.126,13.679,2.0,70.341,1,0,31.1,15,0
33.0,1,0.8449999999999989,0.08749999999999679,5.07,13.074,1.0,70.667,1,0,31.5,15,0
2.0,0,0.0,-5.037500000000009,0.274,0.07,68.0,94.27499999999999,0,1,33.0,19,1
3.0,0,0.0,-25.08800000000001,0.835,0.297,67.0,70.17399999999999,0,0,34.3,17,0
4.0,0,0.3340000000000032,-11.898500000000004,0.623,0.452,66.0,70.538,0,0,34.3,17,0
5.0,0,0.0,-0.12200000000000384,0.677,0.576,65.0,69.99,0,0,33.8,17,0
6.0,0,0.0,-0.4894999999999973,1.005,0.592,64.0,69.619,0,0,33.6,17,0
7.0,0,0.0,-0.2029999999999925,0.872,0.565,63.0,69.644,0,0,33.4,16,0
8.0,0,0.1909999999999883,0.09299999999999735,1.032,0.699,62.0,69.865,0,0,33.6,16,0
9.0,0,0.31799999999999784,0.15899999999999262,1.145,0.57,61.0,70.022,0,0,34.0,16,0
10.0,0,0.5189999999999912,0.16400000000000278,1.365,0.693,60.0,70.253,0,0,34.1,16,0
