TyreLife,compound_encoded,lap_time_delta,deg_rate,GapToAhead,GapToBehind,laps_remaining,fuel_adjusted_laptime,pit_window_open,safety_car_active,TrackTemp,Position,pit_decision
30.0,0,0.05299999999999727,-0.1414999999999997,5.963,6.886,5.0,98.88799999999999,1,0,56.8,7,0
31.0,0,16.203999999999994,8.013999999999996,9.066,8.812,4.0,115.06899999999999,1,1,56.9,7,0
32.0,0,16.845,8.395999999999981,5.155,7.767,3.0,115.74,1,1,55.9,7,0
33.0,0,0.4899999999999949,-7.856999999999984,6.26,7.093,2.0,99.41499999999999,1,0,55.9,7,0
34.0,0,0.5240000000000009,-8.160500000000003,7.133,6.381,1.0,99.479,1,0,56.1,7,0
35.0,0,1.1470000000000056,0.3285000000000024,9.105,4.933,0.0,100.132,1,0,55.8,7,0
3.0,1,0.0,0.0,0.548,0.588,52.0,110.654,0,1,51.1,11,0
4.0,1,0.0,0.0,0.956,0.939,51.0,99.631,0,0,52.3,11,0
5.0,1,0.0,-5.936999999999993,0.845,0.609,50.0,98.84,0,0,52.2,11,0
6.0,1,0.0,-0.5415000000000054,0.821,0.676,49.0,98.608,0,0,52.2,11,0
7.0,1,0.13799999999999102,-0.06200000000000929,0.898,0.796,48.0,98.776,0,0,52.2,11,0
8.0,1,0.26599999999999113,0.13299999999998957,0.812,0.778,47.0,98.934,0,0,54.1,11,0
9.0,1,0.6319999999999908,0.24700000000000327,0.769,0.867,46.0,99.33,0,0,54.0,11,0
10.0,1,0.7560000000000002,0.24500000000000202,0.912,0.773,45.0,99.48400000000001,0,0,54.0,11,0
11.0,1,0.48399999999999466,-0.07399999999998826,0.875,0.451,44.0,99.242,0,0,54.1,11,0
12.0,1,0.6460000000000008,-0.055000000000005655,0.827,0.439,43.0,99.434,0,0,54.1,11,0
13.0,1,0.8049999999999926,0.16049999999999967,0.971,0.22,42.0,99.62299999999999,0,0,53.8,11,0
14.0,1,1.8859999999999957,0.6199999999999993,1.347,1.613,41.0,100.734,0,0,54.6,12,0
15.0,1,0.9879999999999995,0.09150000000000208,1.193,1.782,40.0,99.866,0,0,55.4,12,0
16.0,1,0.9989999999999952,-0.4434999999999974,1.447,2.076,39.0,99.907,1,0,54.8,12,0
17.0,1,0.6739999999999924,-0.15700000000001393,1.606,2.268,38.0,99.612,1,0,55.0,12,0
18.0,1,0.6479999999999961,-0.17549999999999777,1.657,2.598,37.0,99.616,1,0,55.3,12,0
19.0,1,0.796999999999997,0.06150000000000684,1.796,2.83,36.0,99.795,1,0,55.2,12,0
20.0,1,19.38199999999999,9.366999999999988,6.577,2.931,35.0,118.41,1,1,54.9,7,0
2.0,0,36.483000000000004,0.0,0.675,0.586,33.0,135.571,0,1,55.5,13,1
3.0,0,0.5969999999999942,0.0,0.564,0.646,32.0,99.715,0,0,55.9,13,0
4.0,0,0.9329999999999927,-17.77500000000001,0.324,0.502,31.0,100.08099999999999,0,0,55.9,13,0
5.0,0,0.48499999999999943,-0.05600000000001187,0.583,0.734,30.0,99.663,0,0,55.6,13,0
6.0,0,0.0,-0.475500000000007,0.692,0.557,29.0,99.19,0,0,55.6,13,0
7.0,0,0.0,-0.40750000000000564,0.721,0.547,28.0,98.908,0,0,56.2,13,0
8.0,0,0.0,-0.16199999999999914,0.58,0.595,27.0,98.926,0,0,56.2,13,0
9.0,0,0.17399999999999238,0.08099999999999337,0.689,0.661,26.0,99.13,0,0,55.8,13,0
10.0,0,0.0,-0.0749999999999954,0.705,0.757,25.0,98.836,0,0,55.4,12,0
11.0,0,0.007999999999995566,-0.15800000000001085,0.537,0.989,24.0,98.874,0,0,55.4,12,0
12.0,0,0.132000000000005,0.06600000000000614,0.599,1.224,23.0,99.028,0,0,55.8,12,0
13.0,0,0.29000000000000625,0.141000000000006,0.636,1.362,22.0,99.21600000000001,0,0,56.7,12,0
14.0,0,0.18099999999999739,0.024499999999978896,0.852,1.318,21.0,99.137,0,0,57.1,12,0
15.0,0,0.2360000000000042,-0.02699999999999864,0.674,1.424,20.0,99.22200000000001,0,0,57.2,12,0
16.0,0,0.20199999999999818,0.010499999999995409,0.733,1.549,19.0,99.218,0,0,55.9,12,0
17.0,0,0.43900000000000716,0.10149999999998828,0.716,1.807,18.0,99.485,0,0,55.9,12,0
18.0,0,0.33100000000000307,0.06450000000001516,0.538,4.438,17.0,99.407,0,0,56.1,12,0
19.0,0,0.28300000000000125,-0.07800000000001113,0.532,3.994,16.0,99.389,0,0,56.2,12,0
20.0,0,0.9680000000000035,0.3184999999999995,0.373,2.674,15.0,100.104,0,0,56.2,12,0
21.0,0,0.0,-0.23850000000001537,2.893,1.601,14.0,98.972,1,0,56.0,11,0
22.0,0,0.1150000000000091,-0.5234999999999977,2.844,2.184,13.0,99.117,1,0,55.1,11,0
23.0,0,0.023000000000010346,0.011500000000005041,2.81,2.623,12.0,99.055,1,0,55.0,11,0
24.0,0,0.0,-0.1915000000000024,2.559,3.352,11.0,98.794,1,0,55.1,11,0
25.0,0,0.0,-0.18549999999999983,2.163,3.859,10.0,98.744,1,0,55.6,11,0
26.0,0,0.2150000000000034,0.06750000000000177,1.856,4.238,9.0,98.989,1,0,56.4,11,0
27.0,0,0.21600000000000819,0.10799999999999706,1.35,4.427,8.0,99.02000000000001,1,0,56.4,11,0
28.0,0,0.1950000000000074,-0.010000000000013205,1.231,5.045,7.0,99.02900000000001,1,0,55.7,11,0
29.0,0,0.11299999999999955,-0.05150000000001259,1.103,6.227,6.0,98.97699999999999,1,0,55.6,11,0
30.0,0,0.03900000000000148,-0.07800000000000677,0.719,6.261,5.0,98.93299999999999,1,0,56.8,11,0
31.0,0,19.471000000000004,9.679000000000011,0.969,6.442,4.0,118.395,1,1,56.3,11,0
32.0,0,14.39,7.175500000000002,0.612,4.928,3.0,113.344,1,1,55.9,11,0
33.0,0,0.3930000000000007,-9.538999999999993,0.638,4.324,2.0,99.377,1,0,55.9,11,0
34.0,0,0.1740000000000066,-7.107999999999999,0.671,4.047,1.0,99.188,1,0,56.1,11,0
35.0,0,2.828000000000003,1.2175000000000074,1.938,0.961,0.0,101.872,1,0,55.8,11,0
1.0,1,0.0,0.0,0.632,0.074,52.0,113.38,0,1,51.1,17,0
2.0,1,0.0,0.0,0.637,0.546,51.0,101.404,0,0,52.3,18,0
3.0,1,0.0,-6.829500000000009,0.389,0.521,50.0,99.781,0,0,52.2,18,0
4.0,1,0.0,-0.9224999999999997,0.549,0.543,49.0,99.619,0,0,52.2,18,0
5.0,1,0.0,-0.28749999999999504,0.654,0.616,48.0,99.266,0,0,52.2,18,0
6.0,1,0.277000000000001,-0.052999999999992255,0.834,0.449,47.0,99.57300000000001,0,0,54.1,18,0
7.0,1,0.32200000000000273,0.16099999999998693,0.53,0.597,46.0,99.64800000000001,0,0,54.0,18,0
8.0,1,0.0,-0.1855000000000108,0.605,0.791,45.0,99.262,0,0,54.0,17,0
9.0,1,0.3240000000000123,-0.04599999999999076,0.589,3.595,44.0,99.61600000000001,0,0,54.1,16,0
10.0,1,0.5760000000000076,0.28799999999999704,0.744,4.414,43.0,99.898,0,0,54.1,16,0
11.0,1,0.4420000000000073,0.058999999999992246,0.713,17.794,42.0,99.794,0,0,53.8,16,0
12.0,1,0.24399999999999977,-0.16599999999999387,0.675,16.519,41.0,99.62599999999999,0,0,54.6,16,0
13.0,1,0.5330000000000013,0.04549999999999173,0.308,15.352,40.0,99.945,0,0,55.4,16,0
14.0,1,1.2450000000000045,0.5005000000000059,2.18,1.078,39.0,100.687,0,0,55.0,15,0
15.0,1,0.4200000000000017,-0.056499999999998864,2.389,1.454,38.0,99.892,0,0,55.0,15,0
16.0,1,0.14200000000001012,-0.5515000000000064,2.318,2.494,37.0,99.644,1,0,55.3,15,0
17.0,1,0.45600000000000307,0.01800000000001184,2.587,3.125,36.0,99.988,1,0,54.9,15,0
18.0,1,21.13000000000001,10.494,8.288,0.218,35.0,120.69200000000001,1,1,54.9,9,0
1.0,0,32.28800000000001,0.0,0.645,0.867,33.0,131.91,0,1,55.5,15,1
2.0,0,0.3340000000000032,0.0,0.856,0.785,32.0,99.986,0,0,55.9,15,0
3.0,0,0.0040000000000048885,-16.142000000000017,0.605,0.595,31.0,99.68599999999999,0,0,55.9,15,0
4.0,0,0.7289999999999992,0.1974999999999954,0.326,9.879,30.0,100.44099999999999,0,0,55.6,16,0
5.0,0,0.0,-0.13449999999999468,1.002,10.041,29.0,99.47699999999999,0,0,55.6,16,0
6.0,0,0.0,-0.5024999999999906,1.531,9.751,28.0,99.496,0,0,56.2,16,0
7.0,0,0.0,-0.2485000000000041,1.591,10.078,27.0,99.03999999999999,0,0,56.2,16,0
8.0,0,0.0,-0.25800000000001344,1.529,9.85,26.0,99.03999999999999,0,0,55.8,16,0
9.0,0,0.08900000000001285,0.02950000000000045,0.956,9.371,25.0,99.159,0,0,55.4,16,0
10.0,0,0.08400000000000318,0.041999999999995166,1.054,9.572,24.0,99.184,0,0,55.4,16,0
11.0,0,0.0,-0.09200000000000128,0.729,9.747,23.0,99.035,0,0,55.8,16,0
12.0,0,0.4380000000000024,0.12949999999999318,0.743,9.274,22.0,99.503,0,0,56.7,16,0
13.0,0,0.1980000000000075,0.09899999999999665,0.677,9.022,21.0,99.293,0,0,57.1,16,0
14.0,0,0.28300000000000125,-0.07749999999999557,0.528,9.706,20.0,99.408,0,0,57.2,16,0
15.0,0,0.4230000000000018,0.1124999999999942,0.495,9.445,19.0,99.578,0,0,55.9,16,0
16.0,0,0.777000000000001,0.24700000000000888,0.708,9.128,18.0,99.96199999999999,0,0,55.9,16,0
17.0,0,1.0430000000000064,0.31000000000000716,0.41,8.278,17.0,100.258,0,0,56.1,15,0
18.0,0,0.8960000000000008,0.059499999999992746,0.364,7.359,16.0,100.14099999999999,0,0,56.2,15,0
19.0,0,40.662000000000006,19.80949999999999,20.669,10.843,15.0,139.937,0,1,56.2,17,1
1.0,1,7.998000000000005,3.5510000000000104,30.174,3.343,14.0,107.303,0,1,55.2,16,1
2.0,1,0.0,-20.36849999999999,31.512,6.047,13.0,99.26,0,0,55.0,16,0
1.0,0,0.0,0.0,0.711,0.168,52.0,112.58,0,1,51.1,15,0
2.0,0,0.0,0.0,1.306,0.055,51.0,100.644,0,0,52.3,15,0
3.0,0,0.0,-6.147499999999991,2.011,0.607,50.0,100.345,0,0,52.2,16,0
4.0,0,0.0,-0.7035000000000158,1.832,0.769,49.0,99.297,0,0,52.2,16,0
5.0,0,0.02200000000000557,-0.5280000000000045,1.977,0.581,48.0,99.349,0,0,52.2,16,0
6.0,0,0.034000000000006025,0.01699999999999796,2.554,0.583,47.0,99.391,0,0,54.1,16,0
7.0,0,0.3130000000000024,0.14550000000000332,2.428,0.835,46.0,99.7,0,0,54.0,16,0
8.0,0,0.0,-0.09149999999999749,2.527,0.754,45.0,99.268,0,0,54.0,15,0
9.0,0,0.11200000000000898,-0.17500000000000554,3.94,0.976,44.0,99.41000000000001,0,0,54.1,14,0
10.0,0,0.5900000000000034,0.29499999999999765,4.283,0.801,43.0,99.91799999999999,0,0,54.1,14,0
11.0,0,0.42900000000000205,0.15850000000000436,4.258,0.839,42.0,99.78699999999999,0,0,53.8,14,0
12.0,0,0.20199999999999818,-0.1940000000000045,4.376,0.913,41.0,99.58999999999999,0,0,54.6,14,0
13.0,0,0.5380000000000109,0.054500000000002075,4.297,1.269,40.0,99.956,0,0,55.4,14,0
14.0,0,0.6360000000000099,0.21700000000000658,4.18,2.18,39.0,100.084,0,0,54.8,14,0
15.0,0,0.2049999999999983,-0.16650000000001822,4.059,2.389,38.0,99.68299999999999,0,0,55.0,14,0
16.0,0,0.20700000000000784,-0.21450000000000247,3.828,2.318,37.0,99.715,0,0,55.3,14,0
17.0,0,0.1810000000000116,-0.012000000000001726,3.52,2.587,36.0,99.71900000000001,0,0,54.9,14,0
18.0,0,34.989000000000004,17.391,2.15,10.11,35.0,134.557,0,1,54.9,15,1
1.0,1,40.557000000000016,20.188000000000006,2.795,2.097,34.0,140.155,0,1,55.4,13,1
2.0,1,32.47300000000001,-1.2580000000000016,0.45,0.675,33.0,132.101,0,1,55.5,12,0
3.0,1,0.16800000000000637,-20.194500000000012,0.383,0.564,32.0,99.82600000000001,0,0,55.9,12,0
4.0,1,0.6330000000000098,-15.920000000000005,0.567,0.324,31.0,100.321,0,0,55.9,12,0
5.0,1,0.0,-0.24100000000000754,0.521,0.583,30.0,99.404,0,0,55.6,12,0
6.0,1,0.0,-0.6500000000000103,0.552,0.692,29.0,99.08099999999999,0,0,55.6,12,0
7.0,1,0.0,-0.2925000000000102,0.492,0.721,28.0,98.87899999999999,0,0,56.2,12,0
8.0,1,0.15800000000000125,-0.03700000000000028,0.565,0.58,27.0,99.067,0,0,56.2,12,0
9.0,1,0.08200000000000784,0.04099999999999952,0.547,0.689,26.0,99.021,0,0,55.8,12,0
10.0,1,2.707000000000008,1.2745000000000106,0.492,0.956,25.0,101.676,0,0,55.4,15,0
11.0,1,0.0870000000000033,0.0024999999999957647,0.505,1.054,24.0,99.086,0,0,55.4,15,0
12.0,1,0.33100000000000307,-1.1880000000000104,0.457,0.729,23.0,99.36,0,0,55.8,15,0
13.0,1,0.4300000000000068,0.1715,0.429,0.743,22.0,99.489,0,0,56.7,15,0
14.0,1,0.27000000000001023,-0.030499999999984644,0.637,0.677,21.0,99.35900000000001,0,0,57.1,15,0
15.0,1,0.4380000000000024,0.0040000000000002985,0.389,0.528,20.0,99.557,0,0,57.2,15,0
16.0,1,0.4620000000000033,0.09599999999999483,0.541,0.495,19.0,99.611,1,0,55.9,15,0
17.0,1,0.5700000000000074,0.0659999999999926,0.457,0.708,18.0,99.749,1,0,55.9,15,0
18.0,1,0.45400000000000773,-0.003999999999984695,4.438,0.893,17.0,99.663,1,0,56.1,13,0
19.0,1,0.0,-0.43199999999999644,3.994,2.135,16.0,98.945,1,0,56.2,13,0
20.0,1,0.0,-0.46950000000001035,2.674,3.682,15.0,98.78399999999999,1,0,56.2,13,0
21.0,1,0.2120000000000033,0.010499999999993945,1.127,11.98,14.0,99.026,1,0,56.0,13,0
22.0,1,0.33899999999999864,0.169500000000005,0.61,12.207,13.0,99.18299999999999,1,0,55.1,13,0
23.0,1,0.42900000000000205,0.10850000000000184,0.419,12.063,12.0,99.303,1,0,55.0,13,0
24.0,1,0.8070000000000022,0.23400000000000903,0.607,11.685,11.0,99.711,1,0,55.1,13,0
25.0,1,0.3240000000000123,-0.05250000000000287,0.614,11.445,10.0,99.25800000000001,1,0,55.6,13,0
26.0,1,0.30700000000000216,-0.2500000000000026,0.517,11.308,9.0,99.271,1,0,56.4,13,0
27.0,1,0.35200000000000387,0.013999999999984847,0.654,11.142,8.0,99.346,1,0,56.4,13,0
28.0,1,0.3270000000000124,0.01000000000000456,0.358,11.003,7.0,99.35100000000001,1,0,55.7,13,0
29.0,1,0.7469999999999999,0.19749999999998588,6.227,1.018,6.0,99.80099999999999,1,0,55.6,12,0
30.0,1,0.0,-0.22200000000000383,6.261,1.396,5.0,98.967,1,0,56.8,12,0
31.0,1,19.578999999999994,9.357499999999987,6.442,2.685,4.0,118.576,1,1,56.3,12,0
32.0,1,12.802999999999997,6.401499999999999,4.928,1.697,3.0,111.83,1,1,55.9,12,0
33.0,1,0.0,-9.931499999999993,4.324,2.339,2.0,98.773,1,0,55.9,12,0
34.0,1,0.10800000000000409,-6.4895000000000085,4.047,2.704,1.0,98.911,1,0,56.1,12,0
35.0,1,0.0,-0.02350000000000411,0.961,3.117,0.0,98.786,1,0,55.8,12,0
1.0,1,0.0,0.0,0.978,1.017,52.0,104.839,0,1,51.1,4,0
2.0,1,0.0,0.0,0.951,1.628,51.0,97.759,0,0,52.3,4,0
3.0,1,0.13800000000000523,-3.4859999999999984,0.758,2.077,50.0,97.927,0,0,52.2,4,0
4.0,1,0.0,-0.18450000000000835,0.612,1.994,49.0,97.45,0,0,52.2,4,0
5.0,1,0.7630000000000052,0.127999999999999,0.687,1.911,48.0,98.24300000000001,0,0,52.2,4,0
6.0,1,0.8539999999999992,0.4269999999999834,0.682,2.064,47.0,98.364,0,0,54.1,4,0
7.0,1,0.7950000000000017,0.016000000000000382,1.262,2.139,46.0,98.33500000000001,0,0,54.4,4,0
8.0,1,0.2680000000000007,-0.29300000000000037,1.55,1.965,45.0,97.83800000000001,0,0,54.0,4,0
9.0,1,0.7609999999999957,-0.01700000000000547,2.2,1.496,44.0,98.361,0,0,54.1,4,0
10.0,1,0.7189999999999941,0.225499999999996,2.638,1.384,43.0,98.34899999999999,0,0,54.1,4,0
11.0,1,0.7240000000000038,-0.018499999999988616,2.783,1.328,42.0,98.384,0,0,53.8,4,0
12.0,1,0.5139999999999958,-0.1024999999999916,2.971,1.247,41.0,98.204,0,0,54.6,4,0
13.0,1,0.4230000000000018,-0.150500000000007,2.941,1.177,40.0,98.143,0,0,55.5,4,0
14.0,1,0.5309999999999917,0.008499999999989715,2.923,1.533,39.0,98.28099999999999,0,0,54.8,4,0
15.0,1,0.5420000000000016,0.05949999999999858,3.05,1.614,38.0,98.322,0,0,55.0,4,0
16.0,1,0.5930000000000035,0.031000000000000277,3.135,1.446,37.0,98.403,1,0,55.1,3,0
17.0,1,0.8349999999999937,0.14650000000000588,3.118,1.424,36.0,98.675,1,0,55.2,3,0
18.0,1,28.548000000000002,13.977499999999983,1.019,1.124,35.0,126.418,1,1,54.9,3,1
2.0,0,49.866,0.0,0.887,0.327,33.0,147.796,0,1,55.5,3,0
3.0,0,0.0,0.0,1.36,1.221,32.0,97.61500000000001,0,0,55.9,3,0
4.0,0,0.0,-25.312500000000007,1.09,1.404,31.0,97.231,0,0,55.9,3,0
5.0,0,0.632000000000005,0.10900000000001105,0.991,0.845,30.0,97.893,0,0,55.6,3,0
6.0,0,0.26200000000000045,0.1310000000000014,0.927,0.924,29.0,97.553,0,0,55.6,3,0
7.0,0,0.4440000000000026,-0.09400000000001042,1.276,1.343,28.0,97.765,0,0,56.2,3,0
8.0,0,0.20699999999999363,-0.027500000000006308,1.274,1.451,27.0,97.55799999999999,0,0,56.2,3,0
9.0,0,0.013999999999995794,-0.21499999999999822,1.405,1.226,26.0,97.395,0,0,55.8,3,0
10.0,0,0.0,-0.18099999999999167,1.601,1.405,25.0,97.256,0,0,55.6,3,0
11.0,0,0.1110000000000042,-0.029000000000013737,1.757,1.738,24.0,97.397,0,0,55.4,3,0
12.0,0,0.015000000000000568,0.007499999999994011,2.11,2.474,23.0,97.331,0,0,55.8,3,0
13.0,0,0.23399999999999466,0.06149999999999211,2.241,2.747,22.0,97.58,0,0,56.1,3,0
14.0,0,0.3569999999999993,0.1710000000000041,1.408,2.347,21.0,97.733,0,0,57.1,3,0
15.0,0,0.2780000000000058,0.022000000000005557,1.207,2.038,20.0,97.68400000000001,0,0,57.2,3,0
16.0,0,0.5190000000000055,0.08100000000000065,1.587,1.594,19.0,97.95500000000001,0,0,56.3,3,0
17.0,0,0.6650000000000063,0.19350000000000606,1.976,1.095,18.0,98.131,0,0,55.9,3,0
18.0,0,0.9890000000000043,0.23499999999999302,2.282,0.699,17.0,98.485,0,0,56.1,3,0
19.0,0,0.4399999999999977,-0.11250000000002283,2.694,0.669,16.0,97.966,0,0,56.7,3,0
20.0,0,0.26500000000000057,-0.36200000000000226,2.73,0.708,15.0,97.821,0,0,56.2,3,0
21.0,0,0.6569999999999965,0.10849999999999725,2.781,0.748,14.0,98.243,1,0,56.0,3,0
22.0,0,0.40399999999999636,0.06949999999999372,3.065,0.686,13.0,98.02,1,0,55.2,3,0
23.0,0,1.6659999999999968,0.5045000000000045,0.129,1.773,12.0,99.312,1,0,55.0,4,0
24.0,0,2.7309999999999945,1.1634999999999904,7.38,0.385,11.0,100.407,1,0,55.0,3,0
25.0,0,0.44199999999999307,-0.6119999999999997,7.571,0.352,10.0,98.148,1,0,55.6,3,0
26.0,0,0.30400000000000205,-1.213500000000001,7.758,0.48,9.0,98.04,1,0,56.4,3,0
27.0,0,0.0,-0.33399999999999325,7.648,0.784,8.0,97.54,1,0,56.4,3,0
28.0,0,0.19700000000000273,-0.16650000000000376,7.377,0.434,7.0,97.76700000000001,1,0,56.1,3,0
29.0,0,0.28699999999999193,0.14349999999998755,6.855,0.464,6.0,97.88699999999999,1,0,55.6,3,0
30.0,0,0.7270000000000039,0.26499999999998974,7.052,0.447,5.0,98.357,1,0,55.6,3,0
31.0,0,1.0109999999999957,0.3619999999999905,7.095,3.448,4.0,98.67099999999999,1,0,56.9,3,0
32.0,0,35.603999999999985,17.438499999999973,0.573,17.128,3.0,133.29399999999998,1,1,55.9,4,0
33.0,0,0.1839999999999975,-0.4135000000000061,0.989,14.945,2.0,97.904,1,0,55.9,4,0
34.0,0,0.17199999999999704,-17.716,0.592,13.345,1.0,97.922,1,0,55.9,4,0
35.0,0,0.5259999999999962,0.17099999999999763,0.885,11.485,0.0,98.306,1,0,55.2,4,0
1.0,1,0.0,0.0,1.017,0.58,52.0,105.856,0,1,51.1,5,0
2.0,1,0.0,0.0,1.628,0.487,51.0,98.37,0,0,52.3,5,0
3.0,1,0.6299999999999955,-3.443000000000001,0.654,1.529,50.0,99.03,0,0,52.2,6,0
4.0,1,0.0,-0.37199999999999445,0.973,2.451,49.0,97.686,0,0,52.2,6,0
5.0,1,1.086999999999989,-0.14350000000000873,1.616,2.258,48.0,98.803,0,0,52.2,6,0
6.0,1,0.9129999999999967,0.45649999999999624,1.758,2.685,47.0,98.659,0,0,54.1,6,0
7.0,1,1.1049999999999898,0.008999999999989195,2.229,2.824,46.0,98.881,0,0,54.4,6,0
8.0,1,0.8780000000000001,-0.01749999999999958,3.249,3.002,45.0,98.68400000000001,0,0,54.0,6,0
9.0,1,0.769999999999996,-0.16749999999999407,3.963,3.102,44.0,98.60600000000001,0,0,54.1,6,0
10.0,1,0.9109999999999872,0.016499999999981987,4.503,3.178,43.0,98.77699999999999,0,0,54.1,6,0
11.0,1,1.2369999999999948,0.23349999999998977,5.308,3.273,42.0,99.133,0,0,53.8,6,0
12.0,1,1.0499999999999972,0.06950000000000708,6.161,3.102,41.0,98.976,0,0,54.6,6,0
13.0,1,1.0180000000000007,-0.1095000000000002,7.062,3.195,40.0,98.974,0,0,55.4,6,0
14.0,1,0.9109999999999872,-0.0695000000000158,7.322,3.497,39.0,98.89699999999999,0,0,54.8,6,0
15.0,1,0.6739999999999924,-0.17200000000000892,7.609,3.811,38.0,98.69,0,0,55.0,6,0
16.0,1,1.0559999999999974,0.07250000000000924,1.756,4.01,37.0,99.102,1,0,55.3,6,0
17.0,1,1.0109999999999957,0.16850000000001056,8.91,3.705,36.0,99.087,1,0,55.2,5,0
18.0,1,29.602000000000004,14.272999999999998,2.467,6.577,35.0,127.70800000000001,1,1,54.9,6,1
2.0,0,46.764999999999986,0.0,1.279,0.811,33.0,144.93099999999998,0,1,55.5,5,0
3.0,0,0.8149999999999977,0.0,1.781,0.215,32.0,99.01100000000001,0,0,55.9,5,0
4.0,0,1.2959999999999923,-22.734499999999993,1.493,0.757,31.0,99.52199999999999,0,0,55.9,6,0
5.0,0,0.6239999999999952,-0.09550000000000144,2.88,0.727,30.0,98.88,0,0,55.6,6,0
6.0,0,0.23999999999999488,-0.5280000000000055,4.335,0.891,29.0,98.526,0,0,55.6,6,0
7.0,0,0.13799999999999102,-0.24300000000001692,5.501,1.215,28.0,98.454,0,0,56.2,6,0
8.0,0,0.375,0.06750000000000762,7.143,1.038,27.0,98.721,0,0,56.2,6,0
9.0,0,0.1699999999999875,0.01599999999999101,8.426,0.794,26.0,98.54599999999999,0,0,55.8,6,0
10.0,0,0.0,-0.2915000000000052,9.054,0.831,25.0,98.198,0,0,55.4,6,0
11.0,0,0.009000000000000341,-0.18450000000000366,9.754,1.41,24.0,98.237,0,0,55.4,6,0
12.0,0,0.6030000000000086,0.3014999999999906,9.746,1.348,23.0,98.861,0,0,55.8,6,0
13.0,0,0.375,0.18300000000000602,10.344,1.72,22.0,98.663,0,0,56.7,6,0
14.0,0,0.35900000000000887,-0.12199999999999242,11.06,1.932,21.0,98.677,0,0,57.1,6,0
15.0,0,0.3650000000000091,-0.005000000000006231,11.769,2.255,20.0,98.71300000000001,0,0,57.2,6,0
16.0,0,0.7940000000000111,0.21750000000000555,13.185,2.836,19.0,99.17200000000001,0,0,55.9,6,0
17.0,0,0.9390000000000072,0.28699999999999726,14.732,2.763,18.0,99.347,0,0,55.9,6,0
18.0,0,0.7260000000000133,-0.034000000000004756,15.66,2.686,17.0,99.164,0,0,56.1,6,0
19.0,0,0.6070000000000135,-0.16599999999999987,16.99,2.624,16.0,99.075,0,0,56.2,6,0
20.0,0,1.0100000000000051,0.1419999999999974,18.659,2.136,15.0,99.508,0,0,56.2,6,0
21.0,0,0.3580000000000041,-0.12450000000000654,19.597,2.239,14.0,98.886,1,0,56.0,6,0
22.0,0,0.0020000000000095497,-0.5040000000000037,20.522,2.42,13.0,98.56,1,0,55.1,6,0
23.0,0,0.0,-0.27700000000001923,21.022,2.793,12.0,98.392,1,0,55.0,6,0
24.0,0,0.16500000000000625,-0.01649999999999971,20.59,3.265,11.0,98.587,1,0,55.1,5,0
25.0,0,0.09900000000000375,0.04950000000000822,21.026,3.451,10.0,98.551,1,0,55.6,5,0
26.0,0,0.02200000000000557,-0.07150000000000474,21.362,3.973,9.0,98.504,1,0,56.4,5,0
27.0,0,0.0,-0.0680000000000041,21.993,3.86,8.0,98.47500000000001,1,0,56.4,5,0
28.0,0,0.0,-0.24249999999999858,22.655,1.814,7.0,98.07900000000001,1,0,56.1,5,0
29.0,0,1.203000000000003,0.388500000000001,1.826,5.856,6.0,99.312,1,0,55.6,6,0
30.0,0,0.6419999999999959,0.32100000000000034,4.146,5.963,5.0,98.78099999999999,1,0,56.8,6,0
31.0,0,13.796999999999997,6.297000000000005,8.596,9.066,4.0,111.966,1,1,56.9,6,0
32.0,0,21.451999999999998,10.405000000000003,7.462,5.155,3.0,119.651,1,1,55.9,6,0
33.0,0,0.08100000000000307,-6.85799999999999,10.051,6.26,2.0,98.31,1,0,55.9,6,0
34.0,0,0.3469999999999942,-10.552499999999993,12.335,7.133,1.0,98.606,1,0,56.1,6,0
35.0,0,0.0,-0.10500000000001265,14.049,9.105,0.0,98.16,1,0,55.2,6,0
3.0,1,0.0,0.0,1.044,0.548,52.0,110.106,0,1,51.1,10,0
4.0,1,0.0,0.0,0.898,0.956,51.0,99.223,0,0,52.3,10,0
5.0,1,0.0,-5.607500000000002,0.728,0.845,50.0,98.951,0,0,52.2,10,0
6.0,1,0.0,-0.32550000000000956,0.882,0.821,49.0,98.632,0,0,52.2,10,0
7.0,1,0.03699999999999193,-0.15600000000000913,0.955,0.898,48.0,98.699,0,0,52.2,10,0
8.0,1,0.32800000000000296,0.16399999999998485,1.1,0.812,47.0,99.02000000000001,0,0,54.1,10,0
9.0,1,0.6509999999999962,0.3070000000000001,0.68,0.769,46.0,99.373,0,0,54.0,10,0
10.0,1,0.5889999999999986,0.13049999999999662,0.529,0.912,45.0,99.34100000000001,0,0,54.0,10,0
11.0,1,0.4969999999999999,-0.07700000000001515,0.713,0.875,44.0,99.27900000000001,0,0,54.1,10,0
12.0,1,0.6700000000000017,0.04049999999999476,0.858,0.827,43.0,99.482,0,0,54.1,10,0
13.0,1,0.6370000000000005,0.07000000000001559,0.826,0.971,42.0,99.479,0,0,53.8,10,0
14.0,1,0.6869999999999976,0.008499999999998883,1.141,0.799,41.0,99.559,0,0,54.6,10,0
15.0,1,1.9170000000000016,0.6399999999999926,0.752,1.193,40.0,100.819,0,0,55.4,11,0
16.0,1,0.7209999999999894,0.01699999999999523,1.14,1.447,39.0,99.65299999999999,1,0,54.8,11,0
